_step,_runtime,lm_eval_before_temp=0.0/exact_match_strict_match,lm_eval_before_temp=0.0/exact_match_flexible_extract,_timestamp,lm_eval_before_temp=0.316/exact_match_flexible_extract,lm_eval_before_temp=0.316/exact_match_strict_match,lm_eval_before_temp=1.0/exact_match_flexible_extract,lm_eval_before_temp=1.0/exact_match_strict_match,eval/loss,train/num_input_tokens_seen,eval/num_tokens,eval/model_preparation_time,eval/steps_per_second,eval/samples_per_second,eval/mean_token_accuracy,eval/runtime,train/global_step,eval_before/eval_model_preparation_time,eval_before/eval_samples_per_second,eval_before/eval_runtime,eval_before/eval_steps_per_second,eval_before/eval_loss,train/mean_token_accuracy,train/num_tokens,train/loss,train/grad_norm,train/train_tokens_per_second,train/learning_rate,train/epoch,eval_after/eval_model_preparation_time,eval_after/eval_steps_per_second,eval_after/eval_samples_per_second,eval_after/eval_runtime,eval_after/eval_loss,lm_eval_after_temp=0.0/exact_match_flexible_extract,lm_eval_after_temp=0.0/exact_match_strict_match,lm_eval_after_temp=0.316/exact_match_strict_match,lm_eval_after_temp=0.316/exact_match_flexible_extract,lm_eval_after_temp=1.0/exact_match_flexible_extract,lm_eval_after_temp=1.0/exact_match_strict_match,run_id,model_fitting_iteration
53,3450.035534256,,,1754296069.8651054,,,,,,1820962.0,,,,,,,125.0,,,,,,0.9565456494688988,1527262.0,5.6165,182.0,596.433,1.41e-05,6.581818181818182,,,,,,,,,,,,6o6l3ing,0
54,3477.475143812,,,1754296097.3045983,,,,,0.142365962266922,1820962.0,1527262.0,0.0079,1.385,44.077,0.9660249101488214,27.4292,125.0,,,,,,,,,,,,6.581818181818182,,,,,,,,,,,,6o6l3ing,0
55,3575.809540814,,,1754296195.638825,,,,,,1898046.0,,,,,,,130.0,,,,,,0.9593210622668267,1590994.0,5.3897,142.0,597.084,1.41e-05,6.846280991735537,,,,,,,,,,,,6o6l3ing,0
56,3603.26669977,,,1754296223.096116,,,,,0.1279282420873642,1898046.0,1590994.0,0.0079,1.385,44.049,0.9706730074004123,27.4466,130.0,,,,,,,,,,,,6.846280991735537,,,,,,,,,,,,6o6l3ing,0
57,3700.346277232,,,1754296320.1757786,,,,,,1970564.0,,,,,,,135.0,,,,,,0.9637781586616662,1651897.0,4.6467,131.0,596.527,1.41e-05,7.1057851239669425,,,,,,,,,,,,6o6l3ing,0
125,7544.792259846,,,1754300164.6218214,,,,,,4443521.0,,,,,,,305.0,,,,,,0.9889306437437702,3731230.0,1.7188,55.0,621.659,1.41e-05,16.05289256198347,,,,,,,,,,,,6o6l3ing,0
59,3826.288161682,,,1754296446.1176715,,,,,,2043942.0,,,,,,,140.0,,,,,,0.9757421102374793,1713238.0,3.3864,184.0,596.017,1.41e-05,7.370247933884298,,,,,,,,,,,,6o6l3ing,0
60,3853.753943977,,,1754296473.5834692,,,,,0.09971851110458374,2043942.0,1713238.0,0.0079,1.384,44.035,0.9775126654850809,27.4553,140.0,,,,,,,,,,,,7.370247933884298,,,,,,,,,,,,6o6l3ing,0
47,3076.481723332,,,1754295696.3112712,,,,,,1602925.0,,,,,,,110.0,,,,,,0.9315836083143949,1345838.0,8.3772,144.0,598.211,1.41e-05,5.793388429752066,,,,,,,,,,,,6o6l3ing,0
61,3949.391528192,,,1754296569.2210932,,,,,,2115844.0,,,,,,,145.0,,,,,,0.9742055971175432,1773384.0,3.6464,182.0,595.603,1.41e-05,7.634710743801653,,,,,,,,,,,,6o6l3ing,0
31,2073.876620572,,,1754294693.7061841,,,,,,1023940.0,,,,,,,70.0,,,,,,0.8529402282088995,857259.0,17.0291,88.5,610.605,1.41e-05,3.687603305785124,,,,,,,,,,,,6o6l3ing,0
29,1948.64196319,,,1754294568.4714694,,,,,,949746.0,,,,,,,65.0,,,,,,0.8466577250510454,795799.0,17.6187,89.5,612.071,1.41e-05,3.4231404958677687,,,,,,,,,,,,6o6l3ing,0
1,233.290047126,,,1754292853.1194913,0.0273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6o6l3ing,0
2,351.959637872,,,1754292971.7890327,,,0.0323,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6o6l3ing,0
3,396.65662157,,,1754293016.4861364,,,,,1.9099127054214478,0.0,0.0,0.0079,1.218,38.744,0.6732088609745628,31.2052,0.0,,,,,,,,,,,,,,,,,,,,,,,,6o6l3ing,0
4,396.656944532,,,1754293016.4865592,,,,,,,,,,,,,0.0,0.0079,38.744,31.2052,1.218,1.9099127054214478,,,,,,,,,,,,,,,,,,,6o6l3ing,0
5,446.377755845,,,1754293066.2072704,,,,,,74062.0,,,,,,,5.0,,,,,,0.6702412527054549,62378.0,61.6342,1088.0,1498.413,1.8193548387096774e-06,0.2644628099173554,,,,,,,,,,,,6o6l3ing,0
6,478.14861353,,,1754293097.9780939,,,,,1.8313981294631958,74062.0,62378.0,0.0079,1.196,38.067,0.6769512766285947,31.7595,5.0,,,,,,,,,,,,0.2644628099173554,,,,,,,,,,,,6o6l3ing,0
7,571.995590065,,,1754293191.8251202,,,,,,148590.0,,,,,,,10.0,,,,,,0.6834957167506218,124175.0,54.9588,596.0,848.867,4.0935483870967745e-06,0.5289256198347108,,,,,,,,,,,,6o6l3ing,0
8,599.439241656,,,1754293219.2687414,,,,,1.4052975177764893,148590.0,124175.0,0.0079,1.385,44.071,0.7075298067770506,27.4329,10.0,,,,,,,,,,,,0.5289256198347108,,,,,,,,,,,,6o6l3ing,0
9,698.087376133,,,1754293317.916922,,,,,,221700.0,,,,,,,15.0,,,,,,0.7248993765562772,185777.0,40.2919,203.0,736.21,6.367741935483871e-06,0.7933884297520661,,,,,,,,,,,,6o6l3ing,0
10,725.552257541,,,1754293345.3817654,,,,,1.0660710334777832,221700.0,185777.0,0.0079,1.384,44.037,0.7535205279525957,27.4544,15.0,,,,,,,,,,,,0.7933884297520661,,,,,,,,,,,,6o6l3ing,0
11,822.833120912,,,1754293442.6626372,,,,,,291899.0,,,,,,,20.0,,,,,,0.7587113433582767,244185.0,31.8429,116.0,685.398,8.641935483870968e-06,1.052892561983471,,,,,,,,,,,,6o6l3ing,0
12,850.300377414,,,1754293470.1298509,,,,,0.9211229085922241,291899.0,244185.0,0.0079,1.384,44.035,0.7681615336945182,27.4557,20.0,,,,,,,,,,,,1.052892561983471,,,,,,,,,,,,6o6l3ing,0
13,947.571878926,,,1754293567.4014106,,,,,,365983.0,,,,,,,25.0,,,,,,0.776015018671751,306161.0,28.6311,86.0,664.673,1.0916129032258065e-05,1.3173553719008264,,,,,,,,,,,,6o6l3ing,0
30,1976.075156122,,,1754294595.9046495,,,,,0.5067507028579712,949746.0,795799.0,0.0079,1.386,44.088,0.8594498650023812,27.4226,65.0,,,,,,,,,,,,3.4231404958677687,,,,,,,,,,,,6o6l3ing,0
14,975.023179386,,,1754293594.8526754,,,,,0.8558413982391357,365983.0,306161.0,0.0079,1.385,44.058,0.7814864453516508,27.4409,25.0,,,,,,,,,,,,1.3173553719008264,,,,,,,,,,,,6o6l3ing,0
16,1099.839474048,,,1754293719.668959,,,,,0.8085678219795227,439697.0,367446.0,0.0079,1.385,44.062,0.7907909923478177,27.4387,30.0,,,,,,,,,,,,1.5818181818181818,,,,,,,,,,,,6o6l3ing,0
17,1197.970866839,,,1754293817.8004034,,,,,,513165.0,,,,,,,35.0,,,,,,0.7826351460069418,429733.0,27.2009,69.5,640.639,1.41e-05,1.8462809917355372,,,,,,,,,,,,6o6l3ing,0
18,1225.407803834,,,1754293845.2372832,,,,,0.7631664276123047,513165.0,429733.0,0.0079,1.386,44.082,0.7997203610445324,27.4263,35.0,,,,,,,,,,,,1.8462809917355372,,,,,,,,,,,,6o6l3ing,0
19,1321.827453081,,,1754293941.6569471,,,,,,584052.0,,,,,,,40.0,,,,,,0.7895022896444721,489606.0,25.4559,60.5,631.492,1.41e-05,2.105785123966942,,,,,,,,,,,,6o6l3ing,0
20,1349.294348367,,,1754293969.1238284,,,,,0.7213284969329834,584052.0,489606.0,0.0079,1.384,44.035,0.8086065320592177,27.4556,40.0,,,,,,,,,,,,2.105785123966942,,,,,,,,,,,,6o6l3ing,0
21,1447.426983252,,,1754294067.2565558,,,,,,657262.0,,,,,,,45.0,,,,,,0.8112204022705555,550825.0,22.8765,61.25,625.68,1.41e-05,2.3702479338842974,,,,,,,,,,,,6o6l3ing,0
22,1474.857228321,,,1754294094.686715,,,,,0.6757316589355469,657262.0,550825.0,0.0079,1.386,44.092,0.8185300779970068,27.4199,45.0,,,,,,,,,,,,2.3702479338842974,,,,,,,,,,,,6o6l3ing,0
23,1573.728024853,,,1754294193.5575056,,,,,,729814.0,,,,,,,50.0,,,,,,0.8163970034569502,611595.0,21.9294,72.5,620.18,1.41e-05,2.634710743801653,,,,,,,,,,,,6o6l3ing,0
24,1601.175021274,,,1754294221.0045085,,,,,0.6353925466537476,729814.0,611595.0,0.0079,1.385,44.066,0.8277365267276764,27.4364,50.0,,,,,,,,,,,,2.634710743801653,,,,,,,,,,,,6o6l3ing,0
25,1699.162044508,,,1754294318.9916096,,,,,,804906.0,,,,,,,55.0,,,,,,0.8163215424865484,674316.0,21.6324,69.5,618.107,1.41e-05,2.899173553719008,,,,,,,,,,,,6o6l3ing,0
26,1726.604953965,,,1754294346.4344332,,,,,0.5958464741706848,804906.0,674316.0,0.0079,1.385,44.072,0.8380421541239086,27.4325,55.0,,,,,,,,,,,,2.899173553719008,,,,,,,,,,,,6o6l3ing,0
27,1823.644351276,,,1754294443.473889,,,,,,874838.0,,,,,,,60.0,,,,,,0.8311659648160267,732720.0,19.8167,71.0,613.193,1.41e-05,3.1586776859504133,,,,,,,,,,,,6o6l3ing,0
28,1851.08387112,,,1754294470.913355,,,,,0.5500209331512451,874838.0,732720.0,0.0079,1.385,44.079,0.8486175552794808,27.428,60.0,,,,,,,,,,,,3.1586776859504133,,,,,,,,,,,,6o6l3ing,0
15,1072.39039419,,,1754293692.2199247,,,,,,439697.0,,,,,,,30.0,,,,,,0.7783336538821459,367446.0,27.8931,70.5,650.979,1.3190322580645161e-05,1.5818181818181818,,,,,,,,,,,,6o6l3ing,0
62,3976.866846717,,,1754296596.696295,,,,,0.09199442714452744,2115844.0,1773384.0,0.0079,1.384,44.02,0.9800724324427152,27.465,145.0,,,,,,,,,,,,7.634710743801653,,,,,,,,,,,,6o6l3ing,0
58,3727.811211316,,,1754296347.6406782,,,,,0.11092888563871384,1970564.0,1651897.0,0.0079,1.384,44.038,0.9749373119128378,27.4535,135.0,,,,,,,,,,,,7.1057851239669425,,,,,,,,,,,,6o6l3ing,0
64,4101.331122157,,,1754296721.1605704,,,,,0.08437666296958923,2188500.0,1835009.0,0.0079,1.384,44.048,0.982401883915851,27.4471,150.0,,,,,,,,,,,,7.899173553719009,,,,,,,,,,,,6o6l3ing,0
97,6034.699507707,,,1754298654.5290442,,,,,,3423085.0,,,,,,,235.0,,,,,,0.9899163588881492,2874984.0,1.6927,84.5,607.172,1.41e-05,12.370247933884297,,,,,,,,,,,,6o6l3ing,0
98,6062.186982817,,,1754298682.0163913,,,,,0.05042377486824989,3423085.0,2874984.0,0.0079,1.383,44.001,0.9901186306225626,27.4769,235.0,,,,,,,,,,,,12.370247933884297,,,,,,,,,,,,6o6l3ing,0
99,6110.319268963,,,1754298730.1488068,,,,,,3496285.0,,,,,,,240.0,,,,,,0.9880598153918981,2935889.0,1.9459,125.0,611.948,1.41e-05,12.634710743801653,,,,,,,,,,,,6o6l3ing,0
63,4073.873613131,,,1754296693.7031703,,,,,,2188500.0,,,,,,,150.0,,,,,,0.9734449535608292,1835009.0,3.755,172.0,595.199,1.41e-05,7.899173553719009,,,,,,,,,,,,6o6l3ing,0
101,6186.011479302,,,1754298805.8409407,,,,,,3570465.0,,,,,,,245.0,,,,,,0.9877706509083509,2997322.0,1.9619,134.0,616.761,1.41e-05,12.899173553719008,,,,,,,,,,,,6o6l3ing,0
102,6213.464389779,,,1754298833.2938592,,,,,0.050126440823078156,3570465.0,2997322.0,0.0079,1.385,44.055,0.9903032983604231,27.4427,245.0,,,,,,,,,,,,12.899173553719008,,,,,,,,,,,,6o6l3ing,0
103,6311.1589905,,,1754298930.9885426,,,,,,3641028.0,,,,,,,250.0,,,,,,0.9887352790802147,3056580.0,1.7621,49.75,615.641,1.41e-05,13.158677685950414,,,,,,,,,,,,6o6l3ing,0
104,6338.624492759,,,1754298958.4539607,,,,,0.048912886530160904,3641028.0,3056580.0,0.0079,1.384,44.037,0.9905979460791537,27.4545,250.0,,,,,,,,,,,,13.158677685950414,,,,,,,,,,,,6o6l3ing,0
105,6437.961152728,,,1754299057.7906072,,,,,,3713434.0,,,,,,,255.0,,,,,,0.98946438357234,3117676.0,1.719,114.0,614.704,1.41e-05,13.423140495867768,,,,,,,,,,,,6o6l3ing,0
106,6465.416721672,,,1754299085.2462459,,,,,0.049167875200510025,3713434.0,3117676.0,0.0079,1.385,44.051,0.990496492699573,27.4453,255.0,,,,,,,,,,,,13.423140495867768,,,,,,,,,,,,6o6l3ing,0
107,6514.09890093,,,1754299133.928454,,,,,,3788002.0,,,,,,,260.0,,,,,,0.9890950489789248,3180324.0,1.7596,70.5,619.243,1.41e-05,13.687603305785125,,,,,,,,,,,,6o6l3ing,0
108,6541.595845173,,,1754299161.4253142,,,,,0.048290904611349106,3788002.0,3180324.0,0.0079,1.382,43.985,0.9906382356819353,27.4866,260.0,,,,,,,,,,,,13.687603305785125,,,,,,,,,,,,6o6l3ing,0
109,6639.68929768,,,1754299259.5188377,,,,,,3861534.0,,,,,,,265.0,,,,,,0.9884414698928594,3241763.0,1.9185,132.0,618.564,1.41e-05,13.952066115702479,,,,,,,,,,,,6o6l3ing,0
110,6667.136752775,,,1754299286.9661944,,,,,0.047321807593107224,3861534.0,3241763.0,0.0079,1.385,44.065,0.9907583813918265,27.4368,265.0,,,,,,,,,,,,13.952066115702479,,,,,,,,,,,,6o6l3ing,0
111,6764.391414226,,,1754299384.22092,,,,,,3933891.0,,,,,,,270.0,,,,,,0.9900772890467553,3302323.0,1.6016,85.0,617.814,1.41e-05,14.211570247933885,,,,,,,,,,,,6o6l3ing,0
112,6791.849388081,,,1754299411.678844,,,,,0.04728821665048599,3933891.0,3302323.0,0.0079,1.385,44.049,0.9906230600256669,27.4466,270.0,,,,,,,,,,,,14.211570247933885,,,,,,,,,,,,6o6l3ing,0
113,6890.718875516,,,1754299510.5484514,,,,,,4006141.0,,,,,,,275.0,,,,,,0.9890140607953072,3363409.0,1.7323,91.5,616.921,1.41e-05,14.47603305785124,,,,,,,,,,,,6o6l3ing,0
114,6918.175527992,,,1754299538.0049653,,,,,0.04834319278597832,4006141.0,3363409.0,0.0079,1.385,44.05,0.9905998895042821,27.4459,275.0,,,,,,,,,,,,14.47603305785124,,,,,,,,,,,,6o6l3ing,0
115,6966.741885863,,,1754299586.5712953,,,,,,4078697.0,,,,,,,280.0,,,,,,0.9890116810798645,3424224.0,1.8198,72.5,620.826,1.41e-05,14.740495867768596,,,,,,,,,,,,6o6l3ing,0
116,6994.235968282,,,1754299614.0654626,,,,,0.047653909772634506,4078697.0,3424224.0,0.0079,1.383,43.989,0.990664929151535,27.4839,280.0,,,,,,,,,,,,14.740495867768596,,,,,,,,,,,,6o6l3ing,0
117,7042.045433929,,,1754299661.8749528,,,,,,4151759.0,,,,,,,285.0,,,,,,0.9881445127687637,3485490.0,1.8463,121.5,624.785,1.41e-05,15.0,,,,,,,,,,,,6o6l3ing,0
118,7069.524179375,,,1754299689.3536677,,,,,0.046313460916280746,4151759.0,3485490.0,0.0079,1.383,44.014,0.9910400635317752,27.4683,285.0,,,,,,,,,,,,15.0,,,,,,,,,,,,6o6l3ing,0
119,7168.326919613,,,1754299788.1560884,,,,,,4227591.0,,,,,,,290.0,,,,,,0.9905167784541845,3548587.0,1.5615,59.25,624.333,1.41e-05,15.264462809917354,,,,,,,,,,,,6o6l3ing,0
120,7195.844103195,,,1754299815.6736028,,,,,0.045692477375268936,4227591.0,3548587.0,0.0079,1.382,43.956,0.9909258971088811,27.5048,290.0,,,,,,,,,,,,15.264462809917354,,,,,,,,,,,,6o6l3ing,0
121,7294.006622813,,,1754299913.8361595,,,,,,4300193.0,,,,,,,295.0,,,,,,0.9894450139254332,3609997.0,1.6186,93.0,623.482,1.41e-05,15.52892561983471,,,,,,,,,,,,6o6l3ing,0
122,7321.461268599,,,1754299941.2907617,,,,,0.04528386890888214,4300193.0,3609997.0,0.0079,1.385,44.054,0.9909882325875131,27.4439,295.0,,,,,,,,,,,,15.52892561983471,,,,,,,,,,,,6o6l3ing,0
123,7419.880495916,,,1754300039.7100346,,,,,,4371243.0,,,,,,,300.0,,,,,,0.988781163841486,3670887.0,1.7642,103.0,622.424,1.41e-05,15.793388429752067,,,,,,,,,,,,6o6l3ing,0
96,5938.031068684,,,1754298557.860556,,,,,0.05017819255590439,3348641.0,2812412.0,0.0079,1.385,44.051,0.9903243137033362,27.4452,230.0,,,,,,,,,,,,12.105785123966943,,,,,,,,,,,,6o6l3ing,0
95,5910.574744243,,,1754298530.404088,,,,,,3348641.0,,,,,,,230.0,,,,,,0.9883914680997278,2812412.0,1.8439,71.0,607.339,1.41e-05,12.105785123966943,,,,,,,,,,,,6o6l3ing,0
100,6137.776986722,,,1754298757.606463,,,,,0.05023607984185219,3496285.0,2935889.0,0.0079,1.384,44.048,0.9898117074840947,27.4475,240.0,,,,,,,,,,,,12.634710743801653,,,,,,,,,,,,6o6l3ing,0
93,5788.382328586,,,1754298408.2118664,,,,,,3279622.0,,,,,,,225.0,,,,,,0.9869435749948025,2753279.0,2.1119,88.5,608.303,1.41e-05,11.846280991735537,,,,,,,,,,,,6o6l3ing,0
65,4200.331073528,,,1754296820.1606047,,,,,,2260088.0,,,,,,,155.0,,,,,,0.9801745331211454,1895018.0,2.9274,111.0,594.231,1.41e-05,8.158677685950414,,,,,,,,,,,,6o6l3ing,0
66,4228.235419719,,,1754296848.064888,,,,,0.07807298004627228,2260088.0,1895018.0,0.0079,1.362,43.345,0.9839014787422983,27.8924,155.0,,,,,,,,,,,,8.158677685950414,,,,,,,,,,,,6o6l3ing,0
67,4322.660669708,,,1754296942.490223,,,,,,2334240.0,,,,,,,160.0,,,,,,0.982380262389779,1957890.0,2.6499,151.0,594.603,1.41e-05,8.423140495867768,,,,,,,,,,,,6o6l3ing,0
68,4350.112645178,,,1754296969.9421265,,,,,0.07391281425952911,2334240.0,1957890.0,0.0079,1.385,44.057,0.9847372676196852,27.4417,160.0,,,,,,,,,,,,8.423140495867768,,,,,,,,,,,,6o6l3ing,0
69,4447.253768483,,,1754297067.083231,,,,,,2407894.0,,,,,,,165.0,,,,,,0.9816746730357409,2019457.0,2.7596,148.0,594.497,1.41e-05,8.687603305785125,,,,,,,,,,,,6o6l3ing,0
70,4474.701152891,,,1754297094.5306423,,,,,0.07011228799819946,2407894.0,2019457.0,0.0079,1.385,44.066,0.9856344257530413,27.4362,165.0,,,,,,,,,,,,8.687603305785125,,,,,,,,,,,,6o6l3ing,0
71,4571.387265267,,,1754297191.2168262,,,,,,2479184.0,,,,,,,170.0,,,,,,0.9805347912013531,2080364.0,2.8893,135.0,593.897,1.41e-05,8.952066115702479,,,,,,,,,,,,6o6l3ing,0
72,4598.862714554,,,1754297218.6921966,,,,,0.06584678590297699,2479184.0,2080364.0,0.0079,1.384,44.02,0.9868941244326139,27.465,170.0,,,,,,,,,,,,8.952066115702479,,,,,,,,,,,,6o6l3ing,0
73,4694.007364098,,,1754297313.8369029,,,,,,2548989.0,,,,,,,175.0,,,,,,0.9855070679810396,2138894.0,2.3021,112.5,593.194,1.41e-05,9.211570247933885,,,,,,,,,,,,6o6l3ing,0
94,5815.843484392,,,1754298435.67294,,,,,0.0515466146171093,3279622.0,2753279.0,0.0079,1.384,44.043,0.9900810044062766,27.4506,225.0,,,,,,,,,,,,11.846280991735537,,,,,,,,,,,,6o6l3ing,0
74,4721.471352834,,,1754297341.3008487,,,,,0.06358177214860916,2548989.0,2138894.0,0.0079,1.384,44.04,0.9873213705263639,27.4526,175.0,,,,,,,,,,,,9.211570247933885,,,,,,,,,,,,6o6l3ing,0
75,4818.425576247,,,1754297438.254757,,,,,,2621141.0,,,,,,,180.0,,,,,,0.9856138862669468,2199802.0,2.2205,107.5,592.821,1.41e-05,9.47603305785124,,,,,,,,,,,,6o6l3ing,0
77,4942.013314649,,,1754297561.8428016,,,,,,2696895.0,,,,,,,185.0,,,,,,0.9845365591347217,2263609.0,2.3901,136.0,593.368,1.41e-05,9.740495867768596,,,,,,,,,,,,6o6l3ing,0
78,4969.452132066,,,1754297589.281664,,,,,0.06080402806401253,2696895.0,2263609.0,0.0079,1.385,44.078,0.9878836211405302,27.4288,185.0,,,,,,,,,,,,9.740495867768596,,,,,,,,,,,,6o6l3ing,0
76,4845.886796798,,,1754297465.7161994,,,,,0.06226729229092598,2621141.0,2199802.0,0.0079,1.384,44.042,0.9875267195074182,27.4508,180.0,,,,,,,,,,,,9.47603305785124,,,,,,,,,,,,6o6l3ing,0
80,5091.223612525,,,1754297711.0530524,,,,,0.05698806792497635,2768027.0,2323660.0,0.0079,1.384,44.024,0.9886971131751412,27.4623,190.0,,,,,,,,,,,,10.0,,,,,,,,,,,,6o6l3ing,0
92,5740.849003021,,,1754298360.6784678,,,,,0.053135860711336136,3207602.0,2692744.0,0.0079,1.384,44.049,0.9894832262867376,27.4469,220.0,,,,,,,,,,,,11.581818181818182,,,,,,,,,,,,6o6l3ing,0
91,5713.391837583,,,1754298333.2211974,,,,,,3207602.0,,,,,,,220.0,,,,,,0.9877817943692208,2692744.0,1.9792,97.0,603.336,1.41e-05,11.581818181818182,,,,,,,,,,,,6o6l3ing,0
90,5665.128184888,,,1754298284.9576652,,,,,0.05348915979266167,3135290.0,2631557.0,0.0079,1.369,43.546,0.9894682639523557,27.7635,215.0,,,,,,,,,,,,11.317355371900826,,,,,,,,,,,,6o6l3ing,0
89,5637.35397037,,,1754298257.1834822,,,,,,3135290.0,,,,,,,215.0,,,,,,0.9889092884957791,2631557.0,1.7955,87.0,598.292,1.41e-05,11.317355371900826,,,,,,,,,,,,6o6l3ing,0
79,5063.75078577,,,1754297683.5803678,,,,,,2768027.0,,,,,,,190.0,,,,,,0.9844686316836412,2323660.0,2.3722,140.0,593.132,1.41e-05,10.0,,,,,,,,,,,,6o6l3ing,0
87,5512.736544221,,,1754298132.5660787,,,,,,3060404.0,,,,,,,210.0,,,,,,0.9874875321509732,2568510.0,1.9753,59.5,598.228,1.41e-05,11.052892561983471,,,,,,,,,,,,6o6l3ing,0
88,5540.1712014,,,1754298160.0006106,,,,,0.05291484668850899,3060404.0,2568510.0,0.0079,1.386,44.086,0.9897977301948949,27.4234,210.0,,,,,,,,,,,,11.052892561983471,,,,,,,,,,,,6o6l3ing,0
85,5387.957911496,,,1754298007.7874637,,,,,,2987767.0,,,,,,,205.0,,,,,,0.9852622125297785,2507574.0,2.2933,139.0,598.63,1.41e-05,10.793388429752067,,,,,,,,,,,,6o6l3ing,0
84,5340.246684701,,,1754297960.0761573,,,,,0.05647802725434303,2913907.0,2446330.0,0.0079,1.384,44.047,0.9888469059216348,27.4478,200.0,,,,,,,,,,,,10.52892561983471,,,,,,,,,,,,6o6l3ing,0
83,5312.788582044,,,1754297932.6181607,,,,,,2913907.0,,,,,,,200.0,,,,,,0.9869275208562612,2446330.0,2.1144,215.0,592.759,1.41e-05,10.52892561983471,,,,,,,,,,,,6o6l3ing,0
82,5215.972377543,,,1754297835.8018246,,,,,0.05590924993157387,2841495.0,2385418.0,0.0079,1.385,44.066,0.9888928673769298,27.436,195.0,,,,,,,,,,,,10.264462809917354,,,,,,,,,,,,6o6l3ing,0
81,5188.52502162,,,1754297808.354546,,,,,,2841495.0,,,,,,,195.0,,,,,,0.9880003608763218,2385418.0,1.9046,106.5,593.019,1.41e-05,10.264462809917354,,,,,,,,,,,,6o6l3ing,0
86,5415.444001192,,,1754298035.273474,,,,,0.054413922131061554,2987767.0,2507574.0,0.0079,1.383,44.002,0.9895571031068501,27.4758,205.0,,,,,,,,,,,,10.793388429752067,,,,,,,,,,,,6o6l3ing,0
291,14844.860063092,,,1754313885.3232908,,,,,,10484972.0,,,,,,,720.0,,,,,,0.9899121806025505,8806743.0,1.4806,71.0,725.778,1.41e-05,37.89917355371901,,,,,,,,,,,,m8gi0tnx,0
288,14720.25765102,,,1754313760.7210448,,,,,0.041095949709415436,10337024.0,8682556.0,0.0078,1.371,43.61,0.9914396467961764,27.7228,710.0,,,,,,,,,,,,37.3702479338843,,,,,,,,,,,,m8gi0tnx,0
290,14796.340485924,,,1754313836.8038733,,,,,0.04141910746693611,10411866.0,8744992.0,0.0078,1.371,43.63,0.9914438206898538,27.7105,715.0,,,,,,,,,,,,37.634710743801655,,,,,,,,,,,,m8gi0tnx,0
289,14768.61985366,,,1754313809.0832944,,,,,,10411866.0,,,,,,,715.0,,,,,,0.9905476719141006,8744992.0,1.4357,62.75,724.541,1.41e-05,37.634710743801655,,,,,,,,,,,,m8gi0tnx,0
287,14692.52442031,,,1754313732.987896,,,,,,10337024.0,,,,,,,710.0,,,,,,0.9905725426971912,8682556.0,1.4501,55.75,723.162,1.41e-05,37.3702479338843,,,,,,,,,,,,m8gi0tnx,0
282,14395.607986055,,,1754313436.0713372,,,,,0.04140452295541763,10122642.0,8502019.0,0.0078,1.372,43.646,0.9914048690544931,27.7,695.0,,,,,,,,,,,,36.58181818181818,,,,,,,,,,,,m8gi0tnx,0
285,14568.781036903,,,1754313609.2444787,,,,,,10264332.0,,,,,,,705.0,,,,,,0.9899862389655629,8621556.0,1.4932,82.5,724.347,1.41e-05,37.10578512396694,,,,,,,,,,,,m8gi0tnx,0
284,14472.356384324,,,1754313512.819754,,,,,0.041197676211595535,10194070.0,8562192.0,0.0078,1.37,43.592,0.9913897984906247,27.7346,700.0,,,,,,,,,,,,36.84628099173554,,,,,,,,,,,,m8gi0tnx,0
283,14444.611402718,,,1754313485.0747352,,,,,,10194070.0,,,,,,,700.0,,,,,,0.9898610781878233,8562192.0,1.5468,70.0,725.748,1.41e-05,36.84628099173554,,,,,,,,,,,,m8gi0tnx,0
292,14872.583383133,,,1754313913.0467827,,,,,0.04195985570549965,10484972.0,8806743.0,0.0078,1.371,43.625,0.991230928584149,27.7133,720.0,,,,,,,,,,,,37.89917355371901,,,,,,,,,,,,m8gi0tnx,0
286,14596.502326428,,,1754313636.9657104,,,,,0.04098906368017197,10264332.0,8621556.0,0.0078,1.371,43.631,0.9914453327655792,27.7097,705.0,,,,,,,,,,,,37.10578512396694,,,,,,,,,,,,m8gi0tnx,0
293,14920.586378636,,,1754313961.0498328,,,,,,10555435.0,,,,,,,725.0,,,,,,0.9906170094848439,8867042.0,1.405,37.75,726.845,1.41e-05,38.158677685950416,,,,,,,,,,,,m8gi0tnx,0
160,9065.079156465,,,1754308105.5424178,,,,,0.04737864434719086,5678287.0,4767516.0,0.0078,1.37,43.589,0.9904824542371851,27.7363,390.0,,,,,,,,,,,,20.52892561983471,,,,,,,,,,,,m8gi0tnx,0
295,14996.827419716,,,1754314037.2907596,,,,,,10629977.0,,,,,,,730.0,,,,,,0.9904468923807144,8929750.0,1.4687,78.5,728.155,1.41e-05,38.42314049586777,,,,,,,,,,,,m8gi0tnx,0
296,15024.847056961,,,1754314065.3104112,,,,,0.04114130511879921,10629977.0,8929750.0,0.0078,1.357,43.165,0.9913785034104398,28.0091,730.0,,,,,,,,,,,,38.42314049586777,,,,,,,,,,,,m8gi0tnx,0
